50,0.298697873672479,0.296183111637848,0.30121263570711
100,0.278626343053533,0.27572233021411,0.281530355892955
200,0.278604199884486,0.275707944031148,0.281500455737824
400,0.241453011208853,0.239950393415451,0.242955629002255
800,0.212928665930604,0.211664848337878,0.21419248352333
1600,0.158494901130296,0.157306355733292,0.1596834465273
3200,0.140887815012422,0.139761046724203,0.142014583300642
6400,0.126324749027158,0.12538843448949,0.127261063564826
12800,0.11242074238063,0.1116668595241,0.113174625237159
25600,0.100287023112825,0.0996771752821658,0.100896870943484
51200,0.0899471544037547,0.0893914596513485,0.090502849156161
102400,0.0821314223983134,0.0816629979053319,0.0825998468912948
