500,1.43796144560254,1.30797096802628,1.56795192317881
1000,1.07095911755222,0.976185792791871,1.16573244231256
2000,0.669436192299959,0.621416939180872,0.717455445419046
4000,0.422754963278009,0.391662561008561,0.453847365547457
8000,0.259426059664862,0.238463957800087,0.280388161529636
16000,0.142288515083452,0.130638535873215,0.153938494293688
32000,0.0802982729457209,0.0728886705014744,0.0877078753899674
64000,0.0446429221393361,0.0407441996648865,0.0485416446137858
128000,0.0260163422648711,0.0239660860040556,0.0280665985256866
256000,0.0172450025253103,0.016053045536624,0.0184369595139965
512000,0.0122890989061343,0.0116900111294997,0.0128881866827689
1024000,0.00962612773588524,0.00929867991425197,0.00995357555751851
2048000,0.0082793735301019,0.00806121389701292,0.00849753316319088
4096000,0.00772101377466308,0.00757961848256774,0.00786240906675842
8192000,0.00748479719358243,0.00739449546492407,0.00757509892224079
16384000,0.00735904320294434,0.00729611408020464,0.00742197232568403
32768000,0.00731628369358248,0.00726522654485136,0.00736734084231359
