500,5.75298865691312,4.95834057561176,6.54763673821449
1000,3.83197473817681,3.42222130864058,4.24172816771304
2000,3.31000397702167,3.06118979814871,3.55881815589463
4000,2.48748666696864,2.32294639503432,2.65202693890295
8000,1.67425865881544,1.57311131640919,1.77540600122168
16000,1.09061181534183,1.03147128445488,1.14975234622878
32000,0.638884689413791,0.603523968072292,0.674245410755291
64000,0.341314721319523,0.32335257782986,0.359276864809186
128000,0.178791676632728,0.169537295794107,0.188046057471349
256000,0.0915341476891294,0.086171967693198,0.0968963276850607
512000,0.0444911200052638,0.0418978327411998,0.0470844072693278
1024000,0.0219146016591875,0.020539669157223,0.023289534161152
2048000,0.0113600481187446,0.0106066012776922,0.012113494959797
4096000,0.00609179065594867,0.0056657773075049,0.00651780400439244
8192000,0.00331668939275882,0.00311914443575044,0.0035142343497672
16384000,0.00179449039313829,0.00169509856253184,0.00189388222374475
32768000,0.000978986746065287,0.000925739315181818,0.00103223417694876
