50,0.293530374130218,0.290505368991847,0.296555379268589
100,0.266224044411208,0.26282592866011,0.269622160162307
200,0.265965572978169,0.262566736820797,0.269364409135542
400,0.226272050868,0.224297840356358,0.228246261379642
800,0.176040191076552,0.17363091661754,0.178449465535564
1600,0.116060520227128,0.114631763992822,0.117489276461433
3200,0.0997560768839798,0.0984992219883745,0.101012931779585
6400,0.083971774392697,0.0830071251113099,0.0849364236740842
12800,0.0724109417718954,0.071559454124722,0.0732624294190688
25600,0.064069545861964,0.0633731059019575,0.0647659858219704
51200,0.0579350537558383,0.0573726597231171,0.0584974477885594
102400,0.0533938157652187,0.0528741263980353,0.0539135051324022
