500,1.4766474284033,1.35179163633685,1.60150322046975
1000,1.10746597547428,1.01389671229873,1.20103523864984
2000,0.751531546722346,0.687789783812654,0.815273309632037
4000,0.463350947832837,0.428838776356249,0.497863119309426
8000,0.280028292865354,0.259716933898923,0.300339651831785
16000,0.149891942789277,0.138509221671915,0.161274663906639
32000,0.0819733564324233,0.0748787289458352,0.0890679839190115
64000,0.0440847930808947,0.0404334055026764,0.047736180659113
128000,0.0254886827305696,0.0235799650046885,0.0273974004564508
256000,0.017002828111124,0.0159392302310014,0.0180664259912467
512000,0.0119846437107211,0.0114454787704906,0.0125238086509515
1024000,0.00945871045936261,0.00908547146744921,0.009831949451276
2048000,0.00801881791350286,0.00780887756639368,0.00822875826061204
4096000,0.00733560904651187,0.00722101739139091,0.00745020070163283
8192000,0.00697479189735501,0.00688085198394046,0.00706873181076955
16384000,0.00680189025772365,0.00674181207169801,0.00686196844374929
32768000,0.00670882095196395,0.00666298893058988,0.00675465297333802
